team,data,user_id_anon,user_id_raw
team000,IDP,2084,858
team000,IDP,2085,81
team000,IDP,2086,1687
team000,IDP,2087,1394
team000,IDP,2088,1466
team000,IDP,2089,1200
team000,IDP,2090,1696
team000,IDP,2091,720
team000,IDP,2092,1805
team000,IDP,2093,82
team000,IDP,2094,1350
team000,IDP,2095,1185
team000,IDP,2096,1501
team000,IDP,2097,452
team000,IDP,2098,1305
team000,IDP,2099,1415
team000,IDP,2100,1044
team000,IDP,2101,815
team000,IDP,2102,955
team000,IDP,2103,109
team000,IDP,2104,1337
team000,IDP,2105,1288
team000,IDP,2106,190
team000,IDP,2107,735
team000,IDP,2108,1165
team000,IDP,2109,756
team000,IDP,2110,1034
team000,IDP,2111,154
team000,IDP,2112,74
team000,IDP,2113,1848
team000,IDP,2114,237
team000,IDP,2115,906
team000,IDP,2116,1830
team000,IDP,2117,247
team000,IDP,2118,1117
team000,IDP,2119,1143
team000,IDP,2120,1195
team000,IDP,2121,1104
team000,IDP,2122,258
team000,IDP,2123,1637
team000,IDP,2124,449
team000,IDP,2125,254
team000,IDP,2126,762
team000,IDP,2127,1607
team000,IDP,2128,170
team000,IDP,2129,1797
team000,IDP,2130,1909
team000,IDP,2131,1976
team000,IDP,2132,1085
team000,IDP,2133,867
team000,IDP,2134,427
team000,IDP,2135,696
team000,IDP,2136,1556
team000,IDP,2137,544
team000,IDP,2138,1261
team000,IDP,2139,1719
team000,IDP,2140,1600
team000,IDP,2141,1314
team000,IDP,2142,1834
team000,IDP,2143,1169
team000,IDP,2144,1998
team000,IDP,2145,1951
team000,IDP,2146,970
team000,IDP,2147,1072
team000,IDP,2148,1958
team000,IDP,2149,934
team000,IDP,2150,789
team000,IDP,2151,1203
team000,IDP,2152,69
team000,IDP,2153,24
team000,IDP,2154,1259
team000,IDP,2155,1586
team000,IDP,2156,1149
team000,IDP,2157,1775
team000,IDP,2158,194
team000,IDP,2159,1752
team000,IDP,2160,1776
team000,IDP,2161,588
team000,IDP,2162,577
team000,IDP,2163,585
team000,IDP,2164,914
team000,IDP,2165,1188
team000,IDP,2166,882
team000,IDP,2167,624
team000,IDP,2168,816
team000,IDP,2169,837
team000,IDP,2170,711
team000,IDP,2171,1675
team000,IDP,2172,522
team000,IDP,2173,375
team000,IDP,2174,792
team000,IDP,2175,162
team000,IDP,2176,1159
team000,IDP,2177,1340
team000,IDP,2178,1474
team000,IDP,2179,584
team000,IDP,2180,654
team000,IDP,2181,582
team000,IDP,2182,811
team000,IDP,2183,1168
team000,IDP,2184,198
team000,IDP,2185,1711
team000,IDP,2186,1393
team000,IDP,2187,355
team000,IDP,2188,1718
team000,IDP,2189,1817
team000,IDP,2190,1477
team000,IDP,2191,1809
team000,IDP,2192,468
team000,IDP,2193,1750
team000,IDP,2194,519
team000,IDP,2195,1900
team000,IDP,2196,1953
team000,IDP,2197,826
team000,IDP,2198,1568
team000,IDP,2199,1142
team000,IDP,2200,1770
team000,IDP,2201,200
team000,IDP,2202,1384
team000,IDP,2203,372
team000,IDP,2204,673
team000,IDP,2205,229
team000,IDP,2206,1810
team000,IDP,2207,1067
team000,IDP,2208,13
team000,IDP,2209,1981
team000,IDP,2210,565
team000,IDP,2211,6
team000,IDP,2212,268
team000,IDP,2213,1912
team000,IDP,2214,487
team000,IDP,2215,1355
team000,IDP,2216,1632
team000,IDP,2217,53
team000,IDP,2218,328
team000,IDP,2219,1616
team000,IDP,2220,341
team000,IDP,2221,1052
team000,IDP,2222,1740
team000,IDP,2223,613
team000,IDP,2224,197
team000,IDP,2225,413
team000,IDP,2226,1132
team000,IDP,2227,537
team000,IDP,2228,188
team000,IDP,2229,1840
team000,IDP,2230,1254
team000,IDP,2231,420
team000,IDP,2232,1762
team000,IDP,2233,395
team000,IDP,2234,391
team000,IDP,2235,1433
team000,IDP,2236,1078
team000,IDP,2237,158
team000,IDP,2238,1122
team000,IDP,2239,280
team000,IDP,2240,766
team000,IDP,2241,971
team000,IDP,2242,953
team000,IDP,2243,264
team000,IDP,2244,916
team000,IDP,2245,1390
team000,IDP,2246,1469
team000,IDP,2247,961
team000,IDP,2248,203
team000,IDP,2249,1537
team000,IDP,2250,1611
team000,IDP,2251,1004
team000,IDP,2252,1987
team000,IDP,2253,701
team000,IDP,2254,442
team000,IDP,2255,734
team000,IDP,2256,801
team000,IDP,2257,669
team000,IDP,2258,439
team000,IDP,2259,707
team000,IDP,2260,1290
team000,IDP,2261,1541
team000,IDP,2262,309
team000,IDP,2263,1574
team000,IDP,2264,797
team000,IDP,2265,521
team000,IDP,2266,1690
team000,IDP,2267,132
team000,IDP,2268,1349
team000,IDP,2269,1656
team000,IDP,2270,270
team000,IDP,2271,686
team000,IDP,2272,1644
team000,IDP,2273,564
team000,IDP,2274,224
team000,IDP,2275,1265
team000,IDP,2276,1591
team000,IDP,2277,11
team000,IDP,2278,1682
team000,IDP,2279,1650
team000,IDP,2280,1528
team000,IDP,2281,1974
team000,IDP,2282,705
team000,IDP,2283,297
team000,IDP,2284,737
team000,IDP,2285,650
team000,IDP,2286,1118
team000,IDP,2287,1082
team000,IDP,2288,879
team000,IDP,2289,924
team000,IDP,2290,798
team000,IDP,2291,1506
team000,IDP,2292,757
team000,IDP,2293,639
team000,IDP,2294,1613
team000,IDP,2295,1047
team000,IDP,2296,1534
team000,IDP,2297,1822
team000,IDP,2298,1854
team000,IDP,2299,320
team000,IDP,2300,156
team000,IDP,2301,1296
team000,IDP,2302,640
team000,IDP,2303,119
team000,IDP,2304,1778
team000,IDP,2305,1192
team000,IDP,2306,164
team000,IDP,2307,331
team000,IDP,2308,923
team000,IDP,2309,1225
team000,IDP,2310,1883
team000,IDP,2311,346
team000,IDP,2312,1479
team000,IDP,2313,1360
team000,IDP,2314,1175
team000,IDP,2315,210
team000,IDP,2316,1312
team000,IDP,2317,1006
team000,IDP,2318,1768
team000,IDP,2319,1527
team000,IDP,2320,1759
team000,IDP,2321,1745
team000,IDP,2322,284
team000,IDP,2323,1728
team000,IDP,2324,378
team000,IDP,2325,982
team000,IDP,2326,849
team000,IDP,2327,423
team000,IDP,2328,775
team000,IDP,2329,379
team000,IDP,2330,1140
team000,IDP,2331,220
team000,IDP,2332,236
team000,IDP,2333,1624
team000,IDP,2334,665
team000,IDP,2335,218
team000,IDP,2336,315
team000,IDP,2337,1481
team000,IDP,2338,1147
team000,IDP,2339,1651
team000,IDP,2340,482
team000,IDP,2341,623
team000,IDP,2342,351
team000,IDP,2343,535
team000,IDP,2344,1434
team000,IDP,2345,600
team000,IDP,2346,125
team000,IDP,2347,469
team000,IDP,2348,1343
team000,IDP,2349,560
team000,IDP,2350,525
team000,IDP,2351,694
team000,IDP,2352,1371
team000,IDP,2353,1796
team000,IDP,2354,386
team000,IDP,2355,277
team000,IDP,2356,975
team000,IDP,2357,316
team000,IDP,2358,1554
team000,IDP,2359,1931
team000,IDP,2360,1965
team000,IDP,2361,799
team000,IDP,2362,1257
team000,IDP,2363,305
team000,IDP,2364,1897
team000,IDP,2365,1262
team000,IDP,2366,323
team000,IDP,2367,783
team000,IDP,2368,1277
team000,IDP,2369,226
team000,IDP,2370,1526
team000,IDP,2371,889
team000,IDP,2372,1699
team000,IDP,2373,1220
team000,IDP,2374,1336
team000,IDP,2375,1792
team000,IDP,2376,995
team000,IDP,2377,542
team000,IDP,2378,1275
team000,IDP,2379,1563
team000,IDP,2380,1354
team000,IDP,2381,814
team000,IDP,2382,206
team000,IDP,2383,784
team000,IDP,2384,1880
team000,IDP,2385,18
team000,IDP,2386,1011
team000,IDP,2387,753
team000,IDP,2388,1069
team000,IDP,2389,1795
team000,IDP,2390,1548
team000,IDP,2391,1693
team000,IDP,2392,401
team000,IDP,2393,1743
team000,IDP,2394,465
team000,IDP,2395,186
team000,IDP,2396,1845
team000,IDP,2397,899
team000,IDP,2398,938
team000,IDP,2399,1980
team000,IDP,2400,301
team000,IDP,2401,1782
team000,IDP,2402,342
team000,IDP,2403,1552
team000,IDP,2404,772
team000,IDP,2405,1114
team000,IDP,2406,1569
team000,IDP,2407,1505
team000,IDP,2408,1055
team000,IDP,2409,1518
team000,IDP,2410,1232
team000,IDP,2411,1722
team000,IDP,2412,790
team000,IDP,2413,1496
team000,IDP,2414,878
team000,IDP,2415,1852
team000,IDP,2416,421
team000,IDP,2417,1302
team000,IDP,2418,146
team000,IDP,2419,618
team000,IDP,2420,175
team000,IDP,2421,1209
team000,IDP,2422,131
team000,IDP,2423,260
team000,IDP,2424,55
team000,IDP,2425,628
team000,IDP,2426,33
team000,IDP,2427,121
team000,IDP,2428,1788
team000,IDP,2429,287
team000,IDP,2430,656
team000,IDP,2431,1395
team000,IDP,2432,152
team000,IDP,2433,848
team000,IDP,2434,1307
team000,IDP,2435,1155
team000,IDP,2436,1342
team000,IDP,2437,1087
team000,IDP,2438,1841
team000,IDP,2439,177
team000,IDP,2440,1867
team000,IDP,2441,1084
team000,IDP,2442,246
team000,IDP,2443,1950
team000,IDP,2444,1838
team000,IDP,2445,1601
team000,IDP,2446,1007
team000,IDP,2447,1703
team000,IDP,2448,406
team000,IDP,2449,1459
team000,IDP,2450,845
team000,IDP,2451,1161
team000,IDP,2452,1418
team000,IDP,2453,1037
team000,IDP,2454,1625
team000,IDP,2455,690
team000,IDP,2456,1429
team000,IDP,2457,528
team000,IDP,2458,466
team000,IDP,2459,86
team000,IDP,2460,1872
team000,IDP,2461,160
team000,IDP,2462,1492
team000,IDP,2463,996
team000,IDP,2464,1472
team000,IDP,2465,304
team000,IDP,2466,1800
team000,IDP,2467,1622
team000,IDP,2468,1565
team000,IDP,2469,374
team000,IDP,2470,1986
team000,IDP,2471,41
team000,IDP,2472,1935
team000,IDP,2473,1363
team000,IDP,2474,1223
team000,IDP,2475,385
team000,IDP,2476,1215
team000,IDP,2477,1365
team000,IDP,2478,1100
team000,IDP,2479,1597
team000,IDP,2480,14
team000,IDP,2481,1671
team000,IDP,2482,706
team000,IDP,2483,1252
team000,IDP,2484,88
team000,IDP,2485,1138
team000,IDP,2486,1560
team000,IDP,2487,974
team000,IDP,2488,770
team000,IDP,2489,561
team000,IDP,2490,1896
team000,IDP,2491,810
team000,IDP,2492,829
team000,IDP,2493,1938
team000,IDP,2494,209
team000,IDP,2495,898
team000,IDP,2496,19
team000,IDP,2497,1963
team000,IDP,2498,112
team000,IDP,2499,984
team000,IDP,2500,1928
team000,IDP,2501,795
team000,IDP,2502,1202
team000,IDP,2503,1991
team000,IDP,2504,105
team000,IDP,2505,1448
team000,IDP,2506,748
team000,IDP,2507,1398
team000,IDP,2508,1723
team000,IDP,2509,575
team000,IDP,2510,332
team000,IDP,2511,37
team000,IDP,2512,1726
team000,IDP,2513,894
team000,IDP,2514,990
team000,IDP,2515,1134
team000,IDP,2516,1712
team000,IDP,2517,556
team000,IDP,2518,1061
team000,IDP,2519,1774
team000,IDP,2520,1103
team000,IDP,2521,1236
team000,IDP,2522,1755
team000,IDP,2523,1438
team000,IDP,2524,208
team000,IDP,2525,1019
team000,IDP,2526,1734
team000,IDP,2527,335
team000,IDP,2528,1553
team000,IDP,2529,946
team000,IDP,2530,507
team000,IDP,2531,1193
team000,IDP,2532,1977
team000,IDP,2533,1106
team000,IDP,2534,1054
team000,IDP,2535,1313
team000,IDP,2536,84
team000,IDP,2537,853
team000,IDP,2538,966
team000,IDP,2539,124
team000,IDP,2540,58
team000,IDP,2541,967
team000,IDP,2542,97
team000,IDP,2543,1102
team000,IDP,2544,1293
team000,IDP,2545,1361
team000,IDP,2546,1073
team000,IDP,2547,1070
team000,IDP,2548,1596
team000,IDP,2549,1476
team000,IDP,2550,178
team000,IDP,2551,1480
team000,IDP,2552,118
team000,IDP,2553,1789
team000,IDP,2554,1430
team000,IDP,2555,876
team000,IDP,2556,1589
team000,IDP,2557,1226
team000,IDP,2558,167
team000,IDP,2559,813
team000,IDP,2560,1092
team000,IDP,2561,1832
team000,IDP,2562,1994
team000,IDP,2563,1321
team000,IDP,2564,1511
team000,IDP,2565,1670
team000,IDP,2566,1113
team000,IDP,2567,489
team000,IDP,2568,161
team000,IDP,2569,851
team000,IDP,2570,1306
team000,IDP,2571,842
team000,IDP,2572,293
team000,IDP,2573,1983
team000,IDP,2574,1766
team000,IDP,2575,1543
team000,IDP,2576,1710
team000,IDP,2577,1013
team000,IDP,2578,1233
team000,IDP,2579,127
team000,IDP,2580,1524
team000,IDP,2581,1672
team000,IDP,2582,553
team000,IDP,2583,1495
team000,IDP,2584,436
team000,IDP,2585,910
team000,IDP,2586,570
team000,IDP,2587,1767
team000,IDP,2588,1850
team000,IDP,2589,1612
team000,IDP,2590,1895
team000,IDP,2591,648
team000,IDP,2592,1947
team000,IDP,2593,340
team000,IDP,2594,491
team000,IDP,2595,915
team000,IDP,2596,1406
team000,IDP,2597,1008
team000,IDP,2598,1882
team000,IDP,2599,1839
team000,IDP,2600,1310
team000,IDP,2601,383
team000,IDP,2602,1146
team000,IDP,2603,1056
team000,IDP,2604,1891
team000,IDP,2605,422
team000,IDP,2606,1739
team000,IDP,2607,1498
team000,IDP,2608,60
team000,IDP,2609,460
team000,IDP,2610,1412
team000,IDP,2611,1649
team000,IDP,2612,266
team000,IDP,2613,1123
team000,IDP,2614,740
team000,IDP,2615,1720
team000,IDP,2616,919
team000,IDP,2617,1820
team000,IDP,2618,1717
team000,IDP,2619,554
team000,IDP,2620,1174
team000,IDP,2621,1906
team000,IDP,2622,255
team000,IDP,2623,831
team000,IDP,2624,728
team000,IDP,2625,1230
team000,IDP,2626,1414
team000,IDP,2627,693
team000,IDP,2628,279
team000,IDP,2629,1483
team000,IDP,2630,390
team000,IDP,2631,1814
team000,IDP,2632,1773
team000,IDP,2633,1913
team000,IDP,2634,877
team000,IDP,2635,1382
team000,IDP,2636,1517
team000,IDP,2637,908
team000,IDP,2638,495
team000,IDP,2639,1181
team000,IDP,2640,1724
team000,IDP,2641,1080
team000,IDP,2642,545
team000,IDP,2643,1631
team000,IDP,2644,1486
team000,IDP,2645,1654
team000,IDP,2646,1930
team000,IDP,2647,860
team000,IDP,2648,1701
team000,IDP,2649,1760
team000,IDP,2650,594
team000,IDP,2651,754
team000,IDP,2652,382
team000,IDP,2653,1761
team000,IDP,2654,612
team000,IDP,2655,922
team000,IDP,2656,1620
team000,IDP,2657,106
team000,IDP,2658,414
team000,IDP,2659,1577
team000,IDP,2660,1400
team000,IDP,2661,1923
team000,IDP,2662,361
team000,IDP,2663,1827
team000,IDP,2664,3
team000,IDP,2665,205
team000,IDP,2666,886
team000,IDP,2667,1376
team000,IDP,2668,27
team000,IDP,2669,1408
team000,IDP,2670,1112
team000,IDP,2671,274
team000,IDP,2672,517
team000,IDP,2673,1251
team000,IDP,2674,140
team000,IDP,2675,1916
team000,IDP,2676,1799
team000,IDP,2677,897
team000,IDP,2678,1247
team000,IDP,2679,1638
team000,IDP,2680,1453
team000,IDP,2681,518
team000,IDP,2682,95
team000,IDP,2683,964
team000,IDP,2684,1667
team000,IDP,2685,139
team000,IDP,2686,153
team000,IDP,2687,59
team000,IDP,2688,1678
team000,IDP,2689,1898
team000,IDP,2690,25
team000,IDP,2691,503
team000,IDP,2692,536
team000,IDP,2693,1522
team000,IDP,2694,1139
team000,IDP,2695,1033
team000,IDP,2696,1160
team000,IDP,2697,1686
team000,IDP,2698,713
team000,IDP,2699,963
team000,IDP,2700,364
team000,IDP,2701,1316
team000,IDP,2702,1066
team000,IDP,2703,251
team000,IDP,2704,1091
team000,IDP,2705,763
team000,IDP,2706,23
team000,IDP,2707,500
team000,IDP,2708,115
team000,IDP,2709,1212
team000,IDP,2710,676
team000,IDP,2711,1628
team000,IDP,2712,1000
team000,IDP,2713,1322
team000,IDP,2714,1162
team000,IDP,2715,1961
team000,IDP,2716,857
team000,IDP,2717,1432
team000,IDP,2718,1640
team000,IDP,2719,1381
team000,IDP,2720,1493
team000,IDP,2721,620
team000,IDP,2722,1688
team000,IDP,2723,426
team000,IDP,2724,459
team000,IDP,2725,771
team000,IDP,2726,844
team000,IDP,2727,1676
team000,IDP,2728,1018
team000,IDP,2729,366
team000,IDP,2730,1605
team000,IDP,2731,1191
team000,IDP,2732,571
team000,IDP,2733,550
team000,IDP,2734,1684
team000,IDP,2735,1801
team000,IDP,2736,540
team000,IDP,2737,1833
team000,IDP,2738,1485
team000,IDP,2739,64
team000,IDP,2740,204
team000,IDP,2741,1657
team000,IDP,2742,1894
team000,IDP,2743,871
team000,IDP,2744,1224
team000,IDP,2745,896
team000,IDP,2746,1934
team000,IDP,2747,431
team000,IDP,2748,1542
team000,IDP,2749,539
team000,IDP,2750,541
team000,IDP,2751,1972
team000,IDP,2752,1002
team000,IDP,2753,892
team000,IDP,2754,1090
team000,IDP,2755,727
team000,IDP,2756,802
team000,IDP,2757,562
team000,IDP,2758,1561
team000,IDP,2759,1819
team000,IDP,2760,155
team000,IDP,2761,1383
team000,IDP,2762,724
team000,IDP,2763,1402
team000,IDP,2764,1933
team000,IDP,2765,843
team000,IDP,2766,752
team000,IDP,2767,1925
team000,IDP,2768,1057
team000,IDP,2769,461
team000,IDP,2770,1345
team000,IDP,2771,90
team000,IDP,2772,1081
team000,IDP,2773,1049
team000,IDP,2774,282
team000,IDP,2775,672
team000,IDP,2776,960
team000,IDP,2777,514
team000,IDP,2778,1558
team000,IDP,2779,1715
team000,IDP,2780,760
team000,IDP,2781,709
team000,IDP,2782,1279
team000,IDP,2783,1308
team000,IDP,2784,636
team000,IDP,2785,1669
team000,IDP,2786,1478
team000,IDP,2787,478
team000,IDP,2788,1709
team000,IDP,2789,890
team000,IDP,2790,697
team000,IDP,2791,1662
team000,IDP,2792,1351
team000,IDP,2793,1967
team000,IDP,2794,1074
team000,IDP,2795,809
team000,IDP,2796,1439
team000,IDP,2797,1885
team000,IDP,2798,1884
team000,IDP,2799,912
team000,IDP,2800,1707
team000,IDP,2801,929
team000,IDP,2802,475
team000,IDP,2803,1416
team000,IDP,2804,1615
team000,IDP,2805,1325
team000,IDP,2806,317
team000,IDP,2807,232
team000,IDP,2808,1253
team000,IDP,2809,986
team000,IDP,2810,1899
team000,IDP,2811,685
team000,IDP,2812,1864
team000,IDP,2813,1454
team000,IDP,2814,1096
team000,IDP,2815,1646
team000,IDP,2816,603
team000,IDP,2817,891
team000,IDP,2818,601
team000,IDP,2819,520
team000,IDP,2820,1266
team000,IDP,2821,298
team000,IDP,2822,822
team000,IDP,2823,1609
team000,IDP,2824,428
team000,IDP,2825,1594
team000,IDP,2826,950
team000,IDP,2827,456
team000,IDP,2828,985
team000,IDP,2829,1396
team000,IDP,2830,1186
team000,IDP,2831,962
team000,IDP,2832,1125
team000,IDP,2833,1167
team000,IDP,2834,1369
team000,IDP,2835,549
team000,IDP,2836,376
team000,IDP,2837,1099
team000,IDP,2838,1318
team000,IDP,2839,1422
team000,IDP,2840,1590
team000,IDP,2841,1250
team000,IDP,2842,641
team000,IDP,2843,1051
team000,IDP,2844,1831
team000,IDP,2845,1633
team000,IDP,2846,800
team000,IDP,2847,1992
team000,IDP,2848,1431
team000,IDP,2849,863
team000,IDP,2850,54
team000,IDP,2851,394
team000,IDP,2852,352
team000,IDP,2853,806
team000,IDP,2854,1665
team000,IDP,2855,1540
team000,IDP,2856,257
team000,IDP,2857,608
team000,IDP,2858,191
team000,IDP,2859,1130
team000,IDP,2860,16
team000,IDP,2861,965
team000,IDP,2862,1567
team000,IDP,2863,1860
team000,IDP,2864,1660
team000,IDP,2865,123
team000,IDP,2866,516
team000,IDP,2867,450
team000,IDP,2868,523
team000,IDP,2869,1030
team000,IDP,2870,1446
team000,IDP,2871,1108
team000,IDP,2872,163
team000,IDP,2873,192
team000,IDP,2874,840
team000,IDP,2875,102
team000,IDP,2876,1234
team000,IDP,2877,1999
team000,IDP,2878,714
team000,IDP,2879,1272
team000,IDP,2880,1423
team000,IDP,2881,1954
team000,IDP,2882,1079
team000,IDP,2883,51
team000,IDP,2884,474
team000,IDP,2885,1733
team000,IDP,2886,408
team000,IDP,2887,367
team000,IDP,2888,647
team000,IDP,2889,221
team000,IDP,2890,1464
team000,IDP,2891,1781
team000,IDP,2892,4
team000,IDP,2893,10
team000,IDP,2894,885
team000,IDP,2895,1119
team000,IDP,2896,1962
team000,IDP,2897,1489
team000,IDP,2898,441
team000,IDP,2899,767
team000,IDP,2900,128
team000,IDP,2901,1581
team000,IDP,2902,1636
team000,IDP,2903,1920
team000,IDP,2904,1519
team000,IDP,2905,1926
team000,IDP,2906,574
team000,IDP,2907,1135
team000,IDP,2908,1075
team000,IDP,2909,1892
team000,IDP,2910,1210
team000,IDP,2911,1929
team000,IDP,2912,1512
team000,IDP,2913,513
team000,IDP,2914,262
team000,IDP,2915,994
team000,IDP,2916,48
team000,IDP,2917,1094
team000,IDP,2918,1164
team000,IDP,2919,567
team000,IDP,2920,1863
team000,IDP,2921,1358
team000,IDP,2922,89
team000,IDP,2923,1450
team000,IDP,2924,1765
team000,IDP,2925,820
team000,IDP,2926,991
team000,IDP,2927,339
team000,IDP,2928,1359
team000,IDP,2929,241
team000,IDP,2930,972
team000,IDP,2931,1379
team000,IDP,2932,726
team000,IDP,2933,1241
team000,IDP,2934,1674
team000,IDP,2935,98
team000,IDP,2936,2000
team000,IDP,2937,1409
team000,IDP,2938,233
team000,IDP,2939,1280
team000,IDP,2940,534
team000,IDP,2941,708
team000,IDP,2942,151
team000,IDP,2943,689
team000,IDP,2944,1584
team000,IDP,2945,1813
team000,IDP,2946,1204
team000,IDP,2947,794
team000,IDP,2948,1077
team000,IDP,2949,909
team000,IDP,2950,47
team000,IDP,2951,1301
team000,IDP,2952,1401
team000,IDP,2953,717
team000,IDP,2954,874
team000,IDP,2955,978
team000,IDP,2956,1455
team000,IDP,2957,1189
team000,IDP,2958,557
team000,IDP,2959,1497
team000,IDP,2960,691
team000,IDP,2961,1979
team000,IDP,2962,300
team000,IDP,2963,671
team000,IDP,2964,1555
team000,IDP,2965,85
team000,IDP,2966,329
team000,IDP,2967,651
team000,IDP,2968,551
team000,IDP,2969,1269
team000,IDP,2970,337
team000,IDP,2971,1890
team000,IDP,2972,94
team000,IDP,2973,1206
team000,IDP,2974,589
team000,IDP,2975,488
team000,IDP,2976,1063
team000,IDP,2977,269
team000,IDP,2978,1783
team000,IDP,2979,1918
team000,IDP,2980,573
team000,IDP,2981,1546
team000,IDP,2982,1835
team000,IDP,2983,1873
team000,IDP,2984,657
team000,IDP,2985,803
team000,IDP,2986,1470
team000,IDP,2987,927
team000,IDP,2988,388
team000,IDP,2989,1910
team000,IDP,2990,145
team000,IDP,2991,1462
team000,IDP,2992,823
team000,IDP,2993,872
team000,IDP,2994,533
team000,IDP,2995,1857
team000,IDP,2996,779
team000,IDP,2997,267
team000,IDP,2998,646
team000,IDP,2999,116
team000,IDP,3000,457
team000,IDP,3001,1887
team000,IDP,3002,50
team000,IDP,3003,1807
team000,IDP,3004,1346
team000,IDP,3005,502
team000,IDP,3006,1260
team000,IDP,3007,988
team000,IDP,3008,1771
team000,IDP,3009,865
team000,IDP,3010,1016
team000,IDP,3011,723
team000,IDP,3012,483
team000,IDP,3013,655
team000,IDP,3014,939
team000,IDP,3015,1238
team000,IDP,3016,804
team000,IDP,3017,1315
team000,IDP,3018,184
team000,IDP,3019,240
team000,IDP,3020,1444
team000,IDP,3021,742
team000,IDP,3022,144
team000,IDP,3023,1727
team000,IDP,3024,1126
team000,IDP,3025,108
team000,IDP,3026,1551
team000,IDP,3027,44
team000,IDP,3028,841
team000,IDP,3029,917
team000,IDP,3030,168
team000,IDP,3031,265
team000,IDP,3032,1641
team000,IDP,3033,1917
team000,IDP,3034,773
team000,IDP,3035,855
team000,IDP,3036,398
team000,IDP,3037,999
team000,IDP,3038,404
team000,IDP,3039,1952
team000,IDP,3040,62
team000,IDP,3041,1941
team000,IDP,3042,1507
team000,IDP,3043,1151
team000,IDP,3044,699
team000,IDP,3045,418
team000,IDP,3046,1893
team000,IDP,3047,292
team000,IDP,3048,675
team000,IDP,3049,1023
team000,IDP,3050,66
team000,IDP,3051,1780
team000,IDP,3052,605
team000,IDP,3053,263
team000,IDP,3054,349
team000,IDP,3055,1276
team000,IDP,3056,580
team000,IDP,3057,1366
team000,IDP,3058,330
team000,IDP,3059,1645
team000,IDP,3060,1901
team000,IDP,3061,1364
team000,IDP,3062,1735
team000,IDP,3063,473
team000,IDP,3064,943
team000,IDP,3065,846
team000,IDP,3066,716
team000,IDP,3067,231
team000,IDP,3068,1985
team000,IDP,3069,1001
team000,IDP,3070,1772
team000,IDP,3071,1214
team000,IDP,3072,306
team000,IDP,3073,632
team000,IDP,3074,684
team000,IDP,3075,1027
team000,IDP,3076,774
team000,IDP,3077,818
team000,IDP,3078,248
team000,IDP,3079,294
team000,IDP,3080,1456
team000,IDP,3081,1837
team000,IDP,3082,930
team000,IDP,3083,1375
team000,IDP,3084,187
team000,IDP,3085,71
team000,IDP,3086,1749
team000,IDP,3087,290
team000,IDP,3088,1737
team000,IDP,3089,1802
team000,IDP,3090,243
team000,IDP,3091,926
team000,IDP,3092,180
team000,IDP,3093,32
team000,IDP,3094,1529
team000,IDP,3095,493
team000,IDP,3096,733
team000,IDP,3097,887
team000,IDP,3098,1516
team000,IDP,3099,1124
team000,IDP,3100,1970
team000,IDP,3101,283
team000,IDP,3102,1585
team000,IDP,3103,1856
team000,IDP,3104,1754
team000,IDP,3105,1441
team000,IDP,3106,745
team000,IDP,3107,682
team000,IDP,3108,1235
team000,IDP,3109,417
team000,IDP,3110,481
team000,IDP,3111,1227
team000,IDP,3112,239
team000,IDP,3113,1530
team000,IDP,3114,1491
team000,IDP,3115,400
team000,IDP,3116,1811
